grid,obstacle,side,Quad,goal_dist,start_dist,wall_dist,center_dist,dVGC,sVGC,Moves,sVGCPriors,JITprob,JITnew,sVGCPriorNew,JITPriors,RandomForgetsVGC,RandomForgetsVGC025,RandomForgetsVGC010,RandomForgetsVGC040,RandomForgetsVGC033,TargetForgetsVGC,SpatialsVGC,SpatialsVGC025,SpatialsVGC010,SpatialsVGC033,SpatialsVGC040,JITRandom010,JITRandom016,JITRandom025,JITRandom033,JITRandom040,SpatialJIT,SpatialJIT025,SpatialJIT010,SpatialJIT033,SpatialJIT040
grid-009-n,obs-3,R,U,14,3,2,4,0.233469504,1,22,1,0.446794369,0.446794369,0.723397185,0.576555149,0.680014527,0.540020883,0.780009988,0.420026331,0.500022699,0.500022699,0.880005448,0.830007718,0.990000454,0.695013279,0.610017705,0.395318439,0.375244383,0.332369038,0.26792505,0.266016034,0.594754357,0.615207623,0.544291093,0.724417398,0.738411508
grid-009-n,obs-4,L,U,10,3,4,6,0.009547786,4.54E-05,22,4.54E-05,0.383131529,0.383131529,0.191588465,0.37383253,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.290032232,0.210035864,0.090041312,0.425019627,0.470024061,0.185319862,0.164470204,0.128004636,0.112323551,0.067948371,0.340666177,0.381353005,0.278709804,0.533633562,0.590709901
grid-009-n,obs-5,R,L,8,5,1,2,0.50365761,1,22,0.6666818,0.711889461,0.711889461,0.689285631,0.607751556,0.723894102,0.535465385,0.763914598,0.421586721,0.46162361,0.447745871,0.90000454,0.90000454,0.980000908,0.805009193,0.740011803,0.584142185,0.471134724,0.407248132,0.27171921,0.194160113,0.849111554,0.851413944,0.79730949,0.976388821,0.988462923
grid-010-n,obs-0,L,U,13,6,4,6,0.089677781,0.006685128,24,0.00668687,0.499412852,0.499412852,0.253049861,0.410540211,0.004627086,0.00343178,0.005290944,0.002635099,0.00323276,0.001041435,0.178801306,0.125060014,0.154813427,0.251262814,0.352335665,0.243608568,0.223572289,0.199941209,0.163817943,0.106882981,0.315279091,0.339159319,0.322495393,0.353681465,0.367865836
grid-010-n,obs-1,R,NaN,3,3,1,3,0.424147004,1,24,1,0.52502002,0.52502002,0.76251001,0.581784735,0.81,0.76,0.93,0.57,0.67,0.76,0.954995987,0.964991423,0.969997283,0.834972699,0.889976412,0.552557923,0.520815974,0.494560622,0.430703164,0.379603547,0.594550266,0.58477201,0.603722977,0.600471185,0.633088186
grid-010-n,obs-2,R,L,1,4,2,4,0.741922961,1,24,0.25026137,0.897900838,0.897900838,0.574081104,0.588611019,0.620053719,0.650055989,0.810020714,0.340089667,0.43006258,0.460050979,0.920010965,0.890026415,0.940012869,0.690335672,0.730197015,0.846903085,0.737479085,0.552605578,0.472669246,0.413559056,0.922614895,0.90441055,0.979625513,0.916845798,0.858139476
grid-010-n,obs-3,L,L,8,11,5,7,0.036492257,0.000552454,24,0.08362851,0.201842173,0.201842173,0.142735342,0.204598138,0.000314138,0.000309068,0.000425691,0.000141739,0.000182304,7.58E-05,0.128877091,0.125818653,0.062715692,0.235463529,0.320486069,0.114134654,0.089251749,0.085551492,0.065938211,0.054533649,0.178097537,0.199575126,0.154722702,0.229251856,0.248095881
grid-010-n,obs-4,R,U,9,2,3,5,0.011215115,4.54E-05,24,4.54E-05,0.317167097,0.317167097,0.158606249,0.443362305,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.149879271,0.095015185,0.095015201,0.265658175,0.283180819,0.204152163,0.172075594,0.147411958,0.107820195,0.102675451,0.259482248,0.278205826,0.261888614,0.293562563,0.311697033
grid-010-n,obs-5,L,NaN,10,8,3,5,0.010956304,4.54E-05,24,0.08337495,0.167383106,0.167383106,0.125379028,0.075868594,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.070041096,0.030043137,0.020043591,0.095032252,0.075035087,0.052441245,0.049960233,0.051556044,0.033986572,0.029901526,0.126511919,0.159665476,0.099806824,0.163942269,0.184599951
grid-011-n,obs-0,L,U,14,2,3,5,0.010598094,4.54E-05,13,4.54E-05,0.088655616,0.088655616,0.044350508,0.125555711,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044054,0.020035035,0.020681092,0.018234103,0.016959987,0.016422996,0.0140618,0.041553955,0.068263742,0.035474576,0.085848574,0.106455348
grid-011-n,obs-1,R,NaN,3,7,3,5,0.660778837,1,13,0.1667045,0.495645348,0.495645348,0.331174924,0.236319102,0.870001364,0.740004543,0.900000456,0.62000636,0.650005906,0.360016802,0.983751921,0.990000454,0.970001362,0.930003185,0.91499449,0.432326375,0.35708511,0.416584888,0.344005325,0.289868195,0.4989115,0.515656775,0.474968644,0.537938781,0.525871609
grid-011-n,obs-2,R,L,1,8,3,5,0.794610582,0.993294343,13,0.33662354,0.698454607,0.698454607,0.517539074,0.319829903,0.645697336,0.536460237,0.774816711,0.357702939,0.427223173,0.228580096,0.839668016,0.793124447,0.938171057,0.736440581,0.74356062,0.605415491,0.512329564,0.538753356,0.404367719,0.341628007,0.6831048,0.63649429,0.676134619,0.636272805,0.56399129
grid-011-n,obs-3,L,L,8,9,4,6,0.011666119,4.54E-05,13,0.20842597,0.105525269,0.105525269,0.15697562,0.195505559,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.020110905,0.005040447,0.000311044,0.04531085,0.059032255,0.026588039,0.026962665,0.027310295,0.026399146,0.020679545,0.038832478,0.058766361,0.045121291,0.080223667,0.101105518
grid-011-n,obs-4,R,U,9,3,4,6,0.092507394,0.00668886,13,0.00234428,0.375093741,0.375093741,0.188719011,0.263345399,0.005426341,0.005093654,0.006489423,0.00436223,0.004030185,0.001371394,0.123835727,0.169207942,0.09436808,0.217383229,0.317295821,0.165687684,0.173614674,0.149467392,0.143503919,0.149809256,0.209960174,0.254532203,0.199286365,0.265699087,0.293226808
grid-011-n,obs-5,L,NaN,12,6,2,4,0.008708511,4.54E-05,13,0.3333636,0.093789152,0.093789152,0.213576376,0.224346095,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,0.010044947,4.54E-05,4.54E-05,0.040042933,0.040044497,0.031133299,0.030181794,0.029837052,0.026027613,0.02784978,0.046189926,0.073633072,0.04817249,0.100241685,0.121985587
